"rounding_decimals","cell_code","independent_events","institutions","unique_sampling_years","first_event_year","most_recent_event_year","recent_verification_gap","low_sampling_gap","institutional_non_redundancy","metadata_gap","temporal_persistence_gap","equal_weight_priority","recency_emphasized_priority","sampling_emphasized_priority","priority_complete","equal_weight_rank"
4,"CELL_046",1,1,,,,,1,1,0.1,,,,,FALSE,
4,"CELL_047",1,1,1,2009,2009,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
4,"CELL_048",4,1,1,2004,2004,0.5,0.98728813559322,1,0.1,1,0.717457627118644,0.663093220338983,0.760550847457627,TRUE,16
4,"CELL_049",1,1,1,1927,1927,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
4,"CELL_050",1,1,1,1984,1984,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
4,"CELL_051",1,1,1,1997,1997,1,1,1,0,1,0.8,0.85,0.85,TRUE,9
4,"CELL_052",1,1,1,1991,1991,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
4,"CELL_053",4,2,2,2016,2021,0,0.98728813559322,0.5,0.25,0.933333333333333,0.534124293785311,0.400593220338983,0.57638418079096,TRUE,40
4,"CELL_054",1,1,1,2007,2007,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
4,"CELL_055",1,1,1,2000,2000,0.5,1,1,0,1,0.7,0.65,0.75,TRUE,17.5
4,"CELL_056",1,1,1,2000,2000,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
4,"CELL_057",2,2,2,1944,2022,0,0.995762711864407,0.5,0.2,0.933333333333333,0.525819209039548,0.394364406779661,0.571850282485876,TRUE,41
4,"CELL_058",2,1,2,1992,2001,0.5,0.995762711864407,1,0,0.933333333333333,0.685819209039548,0.639364406779661,0.741850282485876,TRUE,19
4,"CELL_059",2,1,1,2023,2023,0,0.995762711864407,1,0.2,1,0.639152542372881,0.479364406779661,0.678516949152542,TRUE,23
5,"CELL_001",1,1,1,2021,2021,0,1,1,0.1,1,0.62,0.465,0.665,TRUE,32.5
5,"CELL_002",23,6,1,2004,2004,0.5,0.929260450160772,0,0.178260869565217,1,0.521504263945198,0.516128197958898,0.551980287991053,TRUE,42
5,"CELL_003",1,1,1,1996,1996,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_004",3,1,2,1996,1997,1,0.993569131832797,1,0.1,0.933333333333333,0.805380493033226,0.85403536977492,0.856082529474812,TRUE,8
5,"CELL_005",10,2,5,2004,2016,0,0.971061093247588,0.5,0.13,0.733333333333333,0.466878885316184,0.350159163987138,0.532704715969989,TRUE,46
5,"CELL_006",2,1,1,2014,2014,0,0.996784565916399,1,0.1,1,0.61935691318328,0.46451768488746,0.66387459807074,TRUE,35.5
5,"CELL_007",3,3,3,1999,2020,0,0.993569131832797,0,0.1,0.866666666666667,0.392047159699893,0.29403536977492,0.449415862808146,TRUE,50
5,"CELL_008",42,8,16,1982,2018,0,0.868167202572347,0,0.211904761904762,0,0.216014392895422,0.162010794671566,0.335644235186036,TRUE,58
5,"CELL_009",5,2,4,1995,2012,0,0.987138263665595,0.5,0.08,0.8,0.473427652733119,0.355070739549839,0.537498392282958,TRUE,45
5,"CELL_010",7,4,4,2005,2012,0,0.980707395498392,0,0.1,0.8,0.376141479099678,0.282106109324759,0.438247588424437,TRUE,53
5,"CELL_011",1,1,1,2002,2002,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
5,"CELL_012",6,4,5,2007,2024,0,0.983922829581994,0,0.2,0.733333333333333,0.383451232583065,0.287588424437299,0.447706323687031,TRUE,51
5,"CELL_013",21,7,11,1982,2024,0,0.935691318327974,0,0.233333333333333,0.333333333333333,0.300471596998928,0.225353697749196,0.395825294748124,TRUE,57
5,"CELL_014",12,5,6,2004,2018,0,0.964630225080386,0,0.358333333333333,0.666666666666667,0.397926045016077,0.298444533762058,0.458037245444802,TRUE,49
5,"CELL_015",1,1,1,2010,2010,0,1,1,0,1,0.6,0.45,0.65,TRUE,38
5,"CELL_016",13,7,6,2002,2025,0,0.961414790996785,0,0.253846153846154,0.666666666666667,0.376385522301921,0.282289141726441,0.441238766592464,TRUE,52
5,"CELL_017",1,1,1,1989,1989,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_018",312,1,3,2018,2020,0,0,1,0.384935897435898,0.866666666666667,0.450320512820513,0.337740384615385,0.344407051282051,TRUE,47
5,"CELL_019",24,1,1,2013,2013,0,0.92604501607717,1,0.2,1,0.625209003215434,0.468906752411576,0.65411575562701,TRUE,29
5,"CELL_020",111,2,3,2013,2022,0,0.646302250803859,0.5,0.2,0.866666666666667,0.442593783494105,0.331945337620579,0.442872454448017,TRUE,48
5,"CELL_021",104,1,1,2021,2021,0,0.668810289389068,1,0.2,1,0.573762057877814,0.43032154340836,0.564083601286174,TRUE,39
5,"CELL_022",2,1,1,2022,2022,0,0.996784565916399,1,0.1,1,0.61935691318328,0.46451768488746,0.66387459807074,TRUE,35.5
5,"CELL_023",5,1,1,2020,2020,0,0.987138263665595,1,0.12,1,0.621427652733119,0.466070739549839,0.663498392282958,TRUE,30
5,"CELL_024",4,3,3,2000,2009,0.5,0.990353697749196,0,0.15,0.866666666666667,0.501404072883173,0.501053054662379,0.555790460878885,TRUE,44
5,"CELL_025",1,1,1,1994,1994,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_026",2,1,1,2017,2017,0,0.996784565916399,1,0.2,1,0.63935691318328,0.47951768488746,0.67887459807074,TRUE,23
5,"CELL_027",1,1,1,2000,2000,0.5,1,1,0,1,0.7,0.65,0.75,TRUE,17.5
5,"CELL_028",58,4,4,2015,2023,0,0.816720257234727,0,0.201724137931034,0.8,0.363688879033152,0.272766659274864,0.39611071072181,TRUE,55
5,"CELL_029",1,1,1,1998,1998,1,1,1,0.4,1,0.88,0.91,0.91,TRUE,1
5,"CELL_030",1,1,1,2000,2000,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
5,"CELL_031",1,1,1,2012,2012,0,1,1,0.4,1,0.68,0.51,0.71,TRUE,20
5,"CELL_032",3,3,1,1992,1992,1,0.993569131832797,0,0.166666666666667,1,0.632047159699893,0.72403536977492,0.672749196141479,TRUE,28
5,"CELL_033",3,3,1,1999,1999,1,0.993569131832797,0,0.2,1,0.638713826366559,0.72903536977492,0.677749196141479,TRUE,25.5
5,"CELL_034",1,1,1,2023,2023,0,1,1,0.1,1,0.62,0.465,0.665,TRUE,32.5
5,"CELL_035",2,2,1,2006,2006,0.5,0.996784565916399,0.5,0.1,1,0.61935691318328,0.58951768488746,0.66387459807074,TRUE,37
5,"CELL_036",20,7,5,2003,2022,0,0.938906752411576,0,0.17,0.733333333333333,0.368448017148982,0.276336012861736,0.427450696677385,TRUE,54
5,"CELL_037",2,1,1,2015,2015,0,0.996784565916399,1,0.2,1,0.63935691318328,0.47951768488746,0.67887459807074,TRUE,23
5,"CELL_038",1,1,1,2015,2015,0,1,1,0.2,1,0.64,0.48,0.68,TRUE,21
5,"CELL_039",5,1,4,2009,2012,0,0.987138263665595,1,0.4,0.8,0.637427652733119,0.478070739549839,0.685498392282958,TRUE,27
5,"CELL_040",7,1,3,1990,1992,1,0.980707395498392,1,0.1,0.866666666666667,0.789474812433012,0.842106109324759,0.844914255091104,TRUE,10
5,"CELL_041",3,1,1,2015,2015,0,0.993569131832797,1,0.2,1,0.638713826366559,0.47903536977492,0.677749196141479,TRUE,25.5
5,"CELL_042",1,1,1,2015,2015,0,1,1,0.1,1,0.62,0.465,0.665,TRUE,32.5
5,"CELL_043",9,2,2,2008,2015,0,0.97427652733119,0.5,0.1,0.933333333333333,0.501521972132905,0.376141479099678,0.54933011789925,TRUE,43
5,"CELL_044",1,1,1,2018,2018,0,1,1,0.1,1,0.62,0.465,0.665,TRUE,32.5
5,"CELL_045",86,3,5,2015,2022,0,0.726688102893891,0,0.26046511627907,0.733333333333333,0.344097310501259,0.258072982875944,0.366743936788056,TRUE,56
5,"CELL_046",1,1,,,,,1,1,0.1,,,,,FALSE,
5,"CELL_047",1,1,1,2009,2009,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
5,"CELL_048",4,1,1,2004,2004,0.5,0.990353697749196,1,0.1,1,0.718070739549839,0.663553054662379,0.761623794212219,TRUE,16
5,"CELL_049",1,1,1,1927,1927,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_050",1,1,1,1984,1984,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_051",1,1,1,1997,1997,1,1,1,0,1,0.8,0.85,0.85,TRUE,9
5,"CELL_052",1,1,1,1991,1991,1,1,1,0.1,1,0.82,0.865,0.865,TRUE,4.5
5,"CELL_053",4,2,2,2016,2021,0,0.990353697749196,0.5,0.25,0.933333333333333,0.534737406216506,0.401053054662379,0.577457127545552,TRUE,40
5,"CELL_054",1,1,1,2007,2007,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
5,"CELL_055",1,1,1,2000,2000,0.5,1,1,0,1,0.7,0.65,0.75,TRUE,17.5
5,"CELL_056",1,1,1,2000,2000,0.5,1,1,0.1,1,0.72,0.665,0.765,TRUE,13
5,"CELL_057",2,2,2,1944,2022,0,0.996784565916399,0.5,0.2,0.933333333333333,0.526023579849946,0.39451768488746,0.572207931404073,TRUE,41
5,"CELL_058",2,1,2,1992,2001,0.5,0.996784565916399,1,0,0.933333333333333,0.686023579849946,0.63951768488746,0.742207931404073,TRUE,19
5,"CELL_059",2,1,1,2023,2023,0,0.996784565916399,1,0.2,1,0.63935691318328,0.47951768488746,0.67887459807074,TRUE,23
